date,mean_temp,max_temp,min_temp,humidity,mean_rain_fall,mean_wind
6/9/2019,29.26,34.7,25.5,72.86,0,7.05
7/9/2019,29.24,34.3,26.2,71.55,0,8.4
8/9/2019,29.18,34.2,24.8,70.78,0,7.19
9/9/2019,29.32,33.9,26.1,72.93,0,7.02
10/9/2019,29.18,34.3,26.7,74.61,0,7.88
11/9/2019,29.32,34.5,24.9,71.2,0,7.17
12/9/2019,29.08,34.8,24.5,73.65,0,6.99
13/9/2019,29.13,33.8,24.7,74.56,0,5.96
14/9/2019,28.26,30.8,24.9,78.74,0,6.05
15/9/2019,28.68,32.9,24.9,72.86,0,6.44
16/9/2019,28.83,33.3,24.1,69.54,0,6.05
17/9/2019,29.13,33.6,25.2,72.86,0,6.15
18/9/2019,29.17,33.8,26.8,74.4,0,7.54
19/9/2019,29.17,33.8,26.2,71.79,0,7.31
20/9/2019,28.88,34,26.1,73.84,0,6.71
21/9/2019,29.14,35.1,25.5,68.58,0,7.37
22/9/2019,29.18,35.5,25.5,70.31,0,7.39
23/9/2019,28.6,33.2,25.3,75.67,0,6.82
24/9/2019,29.03,34.9,24.7,74.01,0,6.13
25/9/2019,26.58,31.8,22.9,87.13,24,4.46
26/9/2019,28.13,34.3,24,76.05,0,5.22
27/9/2019,28.57,34.4,24.6,75.79,2,5.73
28/9/2019,28.45,34.9,23.4,76.52,0,3.91
29/9/2019,27.56,34,21.1,80.08,12,4.34
30/9/2019,26.68,32,21.1,83.79,14,4.33
1/10/2019,27.45,32.9,22.5,80.37,0,4.51
2/10/2019,26.67,33.5,21.4,81.3,2,4.45
3/10/2019,27.2,32.5,21.3,77.39,0,4.48
4/10/2019,27.78,32.9,22.2,77.56,6,5
5/10/2019,28.13,35.8,23.2,74.13,2,5.36
6/10/2019,28.08,34.5,22.5,71.69,0,5.05
7/10/2019,26.92,33.4,22.8,82.97,10,4.17
8/10/2019,27.45,33.2,22.5,81.42,2,5.12
9/10/2019,27.74,32.7,22.7,79.23,4,5.53
10/10/2019,27.92,34.1,23,77.93,2,5.73
11/10/2019,28.73,35.2,22.4,74.59,0,6.12
12/10/2019,28.32,34.2,21.5,78.08,2,5.87
13/10/2019,28.31,35.7,22.8,77.69,2,6.61
14/10/2019,28.89,36,23.2,73.25,0,5.78
15/10/2019,28.53,34.8,22.8,75.18,2,5.03
16/10/2019,28.78,34.4,24,77.41,4,5.84
17/10/2019,27.94,34.8,23.1,81.88,4,4.44
18/10/2019,27.78,32.6,23.8,80.24,2,4.06
19/10/2019,28.58,34.4,24.1,76.37,0,4.69
20/10/2019,28.53,34.9,23.8,78.61,0,4.76
21/10/2019,28.1,33.6,23.7,80.92,8,4.34
22/10/2019,26.08,30.4,22.7,89.42,18,4.18
23/10/2019,27.19,34.1,22.9,82.54,4,3.68
24/10/2019,28.13,34.5,23.5,78.59,0,3.81
25/10/2019,28.58,34.9,23.4,76.43,4,4.26
26/10/2019,26.99,33.5,23.1,83.79,8,3.31
27/10/2019,27.18,34.9,22.9,79.77,14,4.04
28/10/2019,26.83,32,23.1,83.96,2,3.92
29/10/2019,28.59,33.8,23.6,75.15,0,3.67
30/10/2019,28.14,33.6,23.7,76.97,2,3.91
31/10/2019,28.12,32.7,23.3,76.68,0,3.63
1/11/2019,28.05,33.5,22.9,74.06,4,4.81
2/11/2019,29.17,34.3,22.6,70.45,2,3.77
3/11/2019,27.72,33.2,22.9,76.56,4,4.15
4/11/2019,28.54,34.2,23.4,75.37,2,3.3
5/11/2019,28.1,32.5,23,80.59,6,3.46
6/11/2019,29.18,34.3,24.3,75.53,0,4.11
7/11/2019,27.67,31.5,25.2,86.32,0,4.03
8/11/2019,,,,,4.38,4.84
9/11/2019,,,,,4.38,3.94
10/11/2019,,,,,4.38,4.4
11/11/2019,,,,,4.38,4.11
12/11/2019,,,,,4.38,3.58
13/11/2019,29.85,34.2,24.3,71.29,4,3.81
14/11/2019,27.7,31.8,24.6,81.22,0,4.63
15/11/2019,27.31,31.9,24,81.29,2,4.05
16/11/2019,27.96,34.5,22.8,78.55,2,3.97
17/11/2019,29.02,36,22.8,71.2,0,4.23
18/11/2019,28.39,36,23.4,76.13,4,4.03
19/11/2019,27.74,34.2,24.3,80.88,2,4.17
20/11/2019,26.43,31.7,23.4,86.9,10,4.04
21/11/2019,26.59,31.3,24,85.06,0,4.48
22/11/2019,26.74,33.5,23.9,83.68,2,4.22
23/11/2019,26.6,32.5,23.5,86.01,8,4.61
24/11/2019,26.52,34.3,23.3,85.31,8,3.83
25/11/2019,27.56,35,22.9,80.83,6,3.84
26/11/2019,28.39,33.9,24.5,76.92,0,5.39
27/11/2019,27.76,33.8,23.4,82.47,2,4.25
28/11/2019,27.8,33.4,24,83.39,8,4.13
29/11/2019,26.63,33.5,23.2,89.25,34,3.85
30/11/2019,27.44,34.5,24,86.15,6,3.91
1/12/2019,28.06,34.9,24.2,82.63,6,3.98
2/12/2019,26.44,32.3,21.4,86.34,30,4.29
3/12/2019,27.51,31.3,24.7,77.93,0,6.22
4/12/2019,28.09,32.6,24.7,72.68,0,6.86
5/12/2019,27.61,31.7,24.2,75.41,0,5.79
6/12/2019,27.99,33.2,24.3,72.67,0,6.98
7/12/2019,27.73,31.1,25.3,73.84,0,7.04
8/12/2019,26.61,29.6,24.6,84.07,0,5.12
9/12/2019,24.9,28.4,23.1,91.21,22,5.84
10/12/2019,25.59,28.9,23,89.15,8,4.06
11/12/2019,24.21,26.6,22,94.07,24,5.03
12/12/2019,27.17,32.6,22.9,75.47,0,6.93
13/12/2019,25.26,29.9,22.7,86.79,26,4.75
14/12/2019,24.27,27.1,22.8,95.72,22,3.81
15/12/2019,24.21,26.5,22.6,96.04,24,3.88
16/12/2019,25.94,31.7,22.1,84.95,2,4.55
17/12/2019,25.42,29.7,23.5,92.85,8,3.33
18/12/2019,26.03,32.2,21,89.92,12,4.23
19/12/2019,26.73,32.2,21,84.73,0,4.69
20/12/2019,27.23,31.6,23.6,83.62,0,5.61
21/12/2019,26.72,31.2,24,87.06,8,5.49
22/12/2019,26.9,31.1,23.2,82.35,0,5.61
23/12/2019,27.24,33.3,23.1,82.18,8,5.05
24/12/2019,27.36,32.9,23.6,81.6,2,6.22
25/12/2019,27.38,33.3,23.4,79.85,2,5.35
26/12/2019,27.4,32.2,23.7,75.81,0,5.66
27/12/2019,27.81,33.7,24.2,73.8,0,6.27
28/12/2019,27.44,32.4,23.5,76.81,0,6.49
29/12/2019,27.78,33.1,24.1,77.63,0,6.47
30/12/2019,28.07,33.4,24.1,74.76,0,6.23
31/12/2019,28.02,33.5,24.3,75.05,0,6.44
1/1/2020,27.98,32.6,24.3,75.13,0,6.87
2/1/2020,27.66,31.5,24,79.92,0,6.41
3/1/2020,27.92,33,24.7,79.07,0,6.71
4/1/2020,27.39,32.1,24.3,80.05,2,6.55
5/1/2020,28.01,33.5,24.1,74.67,0,7.01
6/1/2020,26.67,32.8,23.1,80.19,6,6.32
7/1/2020,26.4,31.6,23,82.63,2,6.43
8/1/2020,27.7,32.4,24.6,78.6,0,6.65
9/1/2020,27.91,32.9,25.1,77.91,0,6.79
10/1/2020,27.09,31.7,23.5,81.75,2,5.34
11/1/2020,27.78,32,24.3,77.67,0,5
12/1/2020,27.59,34,22.8,77.91,6,5.02
13/1/2020,27.52,32.8,23.8,75.68,0,6.05
14/1/2020,27.69,33.2,23.9,75.05,0,6.46
15/1/2020,27.73,32.4,24.5,76.39,0,6.21
16/1/2020,27.69,32.6,25.1,78.66,4,5.73
17/1/2020,28.11,34,24.2,74.55,0,6.2
18/1/2020,27.78,34.7,24.7,80.26,4,5.85
19/1/2020,28.27,34,25,78.2,0,6.53
20/1/2020,28.01,33.3,24.5,79.78,2,6.66
21/1/2020,26.32,28.8,23.5,89.12,14,6.21
22/1/2020,28.13,33.1,24.8,77.37,0,7.16
23/1/2020,28.11,34.2,24.5,77.9,0,6.53
24/1/2020,28.03,33.2,24.4,72.96,0,6.98
25/1/2020,28.05,33.9,23.8,71.65,0,6.12
26/1/2020,28.32,35.4,24.2,74.78,0,5.61
27/1/2020,27.81,34,23.8,81.31,14,4.99
28/1/2020,28.32,34.1,24.5,79.71,4,5.32
29/1/2020,26.39,32,22.9,88.47,48,4.58
30/1/2020,27.24,33.8,23,77.67,0,5.4
31/1/2020,28.28,33.5,25.1,72.67,0,6.69
1/2/2020,28.23,32.7,25.2,76.19,0,7.11
2/2/2020,27.74,32.1,24.9,76.7,0,7.67
3/2/2020,27.97,33.4,24.1,71.49,0,6.87
4/2/2020,27.58,32.8,23.3,71.16,0,6.29
5/2/2020,27.84,34.2,22.9,72.43,0,6.36
6/2/2020,28.16,33.7,24.8,72.92,0,7.05
7/2/2020,28.02,33.1,25.1,71.35,0,7.34
8/2/2020,27.71,33,23.2,68.97,0,5.73
9/2/2020,26.36,31.3,22.9,84,8,5.09
10/2/2020,26.6,33.2,22.8,84.53,10,4.91
11/2/2020,26.73,31,23.2,88.62,28,4.66
12/2/2020,27.72,33.1,24.2,82.62,2,5.16
13/2/2020,28.26,33.8,25.4,79.43,2,6.35
14/2/2020,28.32,33.7,24.8,77.39,0,6.02
15/2/2020,28.38,36,23.8,76.16,0,4.79
16/2/2020,28.03,35.5,23.3,78.22,4,4.72
17/2/2020,28.62,35,24.3,71.9,0,6.16
18/2/2020,27.12,32,23.8,79.49,0,6.15
19/2/2020,28.15,33.4,24.9,74.64,0,7.47
20/2/2020,28.02,33.3,24.9,74.8,0,7.89
21/2/2020,27.03,31,23.6,83.53,8,7.11
22/2/2020,27.98,32.7,24.5,75.17,2,8.05
23/2/2020,28.04,32.8,24.9,74.29,0,8.37
24/2/2020,27.23,31.8,24.7,80.95,2,7.44
25/2/2020,28.21,33.2,24.5,73.33,0,7.14
26/2/2020,28.43,34.7,24.6,72.97,0,7.19
27/2/2020,28.51,34.4,24.5,73.28,0,6.99
28/2/2020,28.39,33.6,25.2,74.93,0,7.36
29/2/2020,28.33,34.6,23.9,71.55,0,7.38
1/3/2020,28.35,35.3,23.6,70.93,0,6.78
2/3/2020,28.46,33.9,23.6,71.48,0,6.44
3/3/2020,28.6,34.1,24.6,74.16,0,6.84
4/3/2020,28.56,34.5,23.5,76.35,4,6.07
5/3/2020,27.64,31.4,24.1,83.12,8,5.27
6/3/2020,28.03,32.6,24.4,80.2,0,4.74
7/3/2020,27.9,35,23.2,83,12,4.86
8/3/2020,28.05,34.3,24,82.04,4,4.36
9/3/2020,28.57,36,24.1,79.35,0,3.85
10/3/2020,29.13,36,24.8,76.92,0,4.5
11/3/2020,28.96,36,23.8,78.06,2,4.96
12/3/2020,28.92,34.5,24.6,74.56,0,5.97
13/3/2020,29.32,36,24.5,72.91,0,5.21
14/3/2020,29.22,35.6,25.8,75.47,0,5.39
15/3/2020,29.35,34.8,25.6,74.45,0,5.98
16/3/2020,28.99,33.8,25.8,75.05,0,6.43
17/3/2020,28.94,34.4,24.5,68.91,0,6.42
18/3/2020,28.36,34,24.3,75.25,4,6.14
19/3/2020,28.46,34,24,71.84,0,5.27
20/3/2020,28.29,34.1,24.2,74.07,0,5.26
21/3/2020,27.93,34.1,24.1,79.91,8,4.93
22/3/2020,27.6,34.7,22,84.3,14,4.4
23/3/2020,26.58,31.2,23.5,89.35,18,3.84
24/3/2020,28.23,34.6,23.7,78.27,0,5.3
25/3/2020,28.44,34.2,24.3,79.02,4,4.76
26/3/2020,29.08,34.2,24.8,76.18,0,5.51
27/3/2020,28.56,36,23.8,79.97,8,5.01
28/3/2020,28.97,35.3,24.3,77.03,2,4.86
29/3/2020,29.18,35.8,25.1,72.13,0,5.88
30/3/2020,29.11,35.8,24.2,71.77,0,5.08
31/3/2020,29.52,36,25.3,69.99,0,5.26
1/4/2020,29.29,36,24.6,75.18,2,4.81
2/4/2020,28.67,36,23.6,79.72,12,4.71
3/4/2020,28.2,33.6,23.7,80.94,18,4.63
4/4/2020,29.27,35,25,76.47,0,4.95
5/4/2020,28.53,35.8,23.3,80.86,4,4.51
6/4/2020,27.9,33.1,22.8,84.43,8,3.87
7/4/2020,27.32,34.5,21.6,82.12,26,4.11
8/4/2020,28.23,35.5,22.3,81.23,6,4.37
9/4/2020,28.84,35.9,23.3,75.56,0,5.02
10/4/2020,28.92,35.8,22.8,71.59,0,4.9
11/4/2020,28.8,34.6,25.1,77.08,0,5.11
12/4/2020,28.9,35,25.1,79.15,4,4.86
13/4/2020,28.44,35,22.4,83.48,14,4.64
14/4/2020,29.32,34.9,25.8,72.96,0,5.84
15/4/2020,29.52,34.5,24.9,71.78,0,5.32
16/4/2020,29.57,35.2,25.2,72.1,0,
17/4/2020,29.52,35.3,24.9,73.33,0,4.97
18/4/2020,29.39,35.5,24.7,73.23,0,5.28
19/4/2020,30.21,36,25,69.85,0,5.4
20/4/2020,30.2,36,25.6,72.43,0,5.75
21/4/2020,29.05,35,23.3,79.47,10,4.46
22/4/2020,29.71,36,25.8,76.15,0,5.14
23/4/2020,28.54,34.5,23.8,81.31,4,4.13
24/4/2020,27.5,35.2,23.3,83.52,16,3.95
25/4/2020,27.4,33,24.1,87.01,6,3.79
26/4/2020,27.49,33.7,24.6,86.39,2,3.99
27/4/2020,27.36,31,24.2,84.75,8,4.42
28/4/2020,28.52,33.3,24.5,77.96,2,4.29
29/4/2020,28.8,34.6,23,78.03,12,4.54
30/4/2020,27.62,34.1,24.3,88.12,30,4.36
1/5/2020,26.85,32,23.9,89.72,8,4.52
2/5/2020,28.47,33.1,24.9,81.97,0,4.28
3/5/2020,28.81,34.1,24.8,80.33,4,4.28
4/5/2020,27.88,31.8,24,87.31,6,4.19
5/5/2020,28.54,35.3,23.8,79.75,2,4.29
6/5/2020,28.41,32.5,23.6,84.34,6,4.45
7/5/2020,29.88,35.5,25.1,76.9,0,4.03
8/5/2020,29.09,33.9,23.7,77.43,20,5.05
9/5/2020,30.45,35.2,26.5,72.54,0,4.77
10/5/2020,29.5,33.8,24.6,82.1,6,5.54
11/5/2020,28.99,33.9,24.6,83.91,6,4.81
12/5/2020,29.95,35.1,25.9,79.03,0,5.13
13/5/2020,28.13,31.7,23.8,81.44,6,4.78
14/5/2020,29,35.3,24.5,78.84,2,4.37
15/5/2020,29.79,34.7,25.2,77.5,0,4.75
16/5/2020,29.96,35.2,26.5,78.07,2,4.65
17/5/2020,28.68,33.8,23.9,83.74,24,4.48
18/5/2020,29.12,34.6,25.1,79.13,0,4.29
19/5/2020,30.1,34.9,26.3,79.18,2,4.16
20/5/2020,28.52,33.4,23.2,81.54,8,4.4
21/5/2020,29.06,35.9,24,79.75,4,3.8
22/5/2020,27.93,34.8,22.8,84.91,26,3.63
23/5/2020,27.58,32,24.1,84.43,4,3.32
24/5/2020,29.13,34.2,25.3,78.6,0,4.11
25/5/2020,29.65,35,25.6,78.43,0,4.08
26/5/2020,29.41,35.2,24.8,78.95,6,3.65
27/5/2020,28.01,32.2,23.8,84.69,10,3.58
28/5/2020,29.21,34.7,23.4,81.14,8,4.52
29/5/2020,28.54,33.9,22.3,82.77,4,4.03
30/5/2020,28.21,34.7,23.8,83.98,2,3.96
31/5/2020,28.6,34,23,80.26,0,4.42
1/6/2020,26.75,30.8,22.1,86.94,10,4.36
2/6/2020,28.65,35.6,22.5,79.47,2,4.13
3/6/2020,28.89,33.7,23.5,80.18,2,4.4
4/6/2020,28.3,34.1,22.9,81.43,16,4.67
5/6/2020,27.84,32.1,22.4,82.45,8,5.5
6/6/2020,27.22,29.9,22.6,85.4,4,4
7/6/2020,29.38,34.3,24,76.98,0,4.24
8/6/2020,28.41,32.2,24.9,83.38,0,4.34
9/6/2020,,,,,4.38,5.17
10/6/2020,,,,,4.38,5.64
11/6/2020,29.51,32.8,26.7,77.85,2,4.32
12/6/2020,28.61,32.4,24.6,82.52,6,4.19
13/6/2020,25.96,29,22.6,88.79,18,4.24
14/6/2020,27.91,33.4,22.7,83.96,6,4.23
15/6/2020,29.4,33.6,23.9,78.68,2,4.77
16/6/2020,28.01,32,24.4,85.21,4,4.07
17/6/2020,26.79,30.6,23.8,88.79,18,3.62
18/6/2020,27.56,31.9,23.9,82.95,2,3.69
19/6/2020,27.91,32.7,23.8,83.52,2,4.32
20/6/2020,26.4,29.2,23.7,90.8,22,3.96
21/6/2020,26.43,28.7,23.2,90.02,12,3.87
22/6/2020,27.06,30.1,23.2,87.59,10,4.31
23/6/2020,26.37,29.3,22.5,89.95,44,4.79
24/6/2020,26.66,28.6,23.4,86.62,14,5.19
25/6/2020,28.18,32.6,23.2,78.18,0,4.83
26/6/2020,28.67,33,23.7,79,0,4.71
27/6/2020,28.95,32.7,24.9,80.69,2,5.57
28/6/2020,29.02,33.7,23.2,78.5,2,5.33
29/6/2020,29.2,33.7,25.6,77.4,2,5.34
30/6/2020,29.24,34.4,24.3,76.2,0,5.58
1/7/2020,28.15,32.2,22,82.38,0,4.36
2/7/2020,29.33,32.1,26.9,75.76,0,
3/7/2020,29.44,33.6,25.7,75.7,0,4.95
4/7/2020,28.52,33.6,21.4,79.15,8,4.91
5/7/2020,27.62,33.9,22.4,82.47,6,4.3
6/7/2020,28.47,33.5,23.2,79.32,4,5.04
7/7/2020,27.44,32.3,23.4,83.67,4,
8/7/2020,27.15,31.5,23.3,84.25,4,
9/7/2020,25.77,28.4,22.7,88.87,16,5.05
10/7/2020,27.42,32.2,22.3,78.69,0,4.17
11/7/2020,27.55,31.6,23.4,82.84,2,4.14
12/7/2020,28.19,32.6,23.6,80.89,4,4.47
13/7/2020,25.88,30.5,22.9,88.99,22,4.67
14/7/2020,26.84,30.5,22.7,83.37,0,4.41
15/7/2020,27.49,32.2,23.4,84.21,2,4.31
16/7/2020,28.17,34.7,22.6,81.23,4,4.3
17/7/2020,28.85,34,23.3,77.49,0,4.28
18/7/2020,28.02,33.4,24.1,81.12,0,4.15
19/7/2020,28.49,33.5,23.5,77.62,0,4.38
20/7/2020,29.15,35.1,24.2,76.53,0,5.09
21/7/2020,29.05,34.6,24.1,76.69,0,4.69
22/7/2020,27.76,32,22.2,82.84,14,3.7
23/7/2020,27.62,31.5,22.7,81.36,4,4.02
24/7/2020,27.47,32.4,23,83.88,8,4.26
25/7/2020,26.99,32.1,23.2,85.92,6,4.23
26/7/2020,27.49,32.7,23.1,83.71,4,4.75
27/7/2020,26.64,31.1,22.4,87.71,20,4.38
28/7/2020,27.94,33,23.3,80.99,0,4.38
29/7/2020,26.15,29.6,23.3,89.4,6,3.87
30/7/2020,28.2,33.4,23.8,81.59,0,4.43
31/7/2020,28.11,31.7,23,79.93,0,4.77
1/8/2020,28.24,32.3,23.1,78.91,0,4.68
2/8/2020,28.83,33.3,24,75.95,0,4.82
3/8/2020,29.29,33.8,24.8,73.62,0,
4/8/2020,27.68,30.6,23,79.53,0,4.68
5/8/2020,28.77,33.4,24.2,78.75,0,4.59
6/8/2020,29.23,34,25.2,79.14,0,4.12
7/8/2020,29.52,34.9,24.7,78.21,0,4.69
8/8/2020,29.8,34.8,26.2,76.07,0,4.66
9/8/2020,29.85,35.4,25.6,78.57,0,4.49
10/8/2020,29.91,35,26.8,77.11,0,5.08
11/8/2020,29.82,34.6,27.1,78.12,0,4.66
12/8/2020,27.72,32.5,21.6,81.24,4,4.28
13/8/2020,28.38,33.4,22.5,74.25,26,4.1
14/8/2020,25.96,29.3,22.1,87.84,26,3.85
15/8/2020,27.59,33.2,23.4,83.46,4,3.59
16/8/2020,27.84,32.3,22.7,80.69,0,4.08
17/8/2020,27.19,32.7,22.7,84.32,18,3.7
18/8/2020,27.13,30.7,23.6,83.85,2,4.04
19/8/2020,27.94,33.2,23,80.99,2,3.82
20/8/2020,28.08,33.2,23.8,82.59,2,4.63
21/8/2020,29.44,34.3,25.9,74.11,0,5.4
22/8/2020,27.74,33.4,22,81.38,8,4.44
23/8/2020,25.55,29.3,22.4,91.22,10,3.7
24/8/2020,28.11,34.4,22.7,80.32,0,4.73
25/8/2020,27.8,32.2,24.2,80.75,0,4.43
26/8/2020,27.15,32.5,23.6,79.89,4,4.93
27/8/2020,27.85,31.9,22.9,78.13,0,4.46
28/8/2020,28.77,33.2,23.2,71.74,2,4.72
29/8/2020,27.24,32.4,24.3,84.65,6,4.05
30/8/2020,28.62,34,23.9,77.79,2,4.58
31/8/2020,29.06,33.7,24.6,76.04,0,4.86
1/9/2020,28.57,33.5,24.2,79.82,4,4.5
2/9/2020,28.52,33.3,24.5,79.74,2,4.36
3/9/2020,26.94,31.4,23.3,87.31,10,3.58
4/9/2020,27.39,32.3,23.8,84.92,4,4.25
5/9/2020,25.48,28.3,23,89.19,22,4.21
6/9/2020,26.55,32.3,22.8,86.17,10,4.05
7/9/2020,28.15,33.6,23.2,79.17,0,4.83
8/9/2020,28.19,33.2,23.8,80.4,2,4.73
9/9/2020,28.24,33.5,24.4,80.33,2,3.9
10/9/2020,27.18,32,22.9,83.62,12,4.32
11/9/2020,27.57,32.7,22.8,79.02,12,4.53
12/9/2020,26.05,31.6,22.4,87.2,12,3.85
13/9/2020,24.81,28.3,22,90.43,20,3.89
14/9/2020,25.57,29.8,22.1,89.68,8,3.8
15/9/2020,27.61,32.3,22.9,82.67,0,3.97
16/9/2020,26.63,31.3,21,80.22,12,4.75
17/9/2020,28.07,34.1,23,78.69,0,4.54
18/9/2020,28.82,35,23.7,75.68,0,4.96
19/9/2020,28.33,35,22.5,75.24,8,4.78
20/9/2020,28.77,33,24.9,78.98,0,4.37
21/9/2020,26.3,30.8,23.3,88.67,4,4.29
22/9/2020,27.61,33.3,23.6,81.98,0,4.43
23/9/2020,28.77,34.6,23.8,77.6,0,3.93
24/9/2020,28.34,33.3,23.9,78.56,4,4.74
25/9/2020,28.8,34.6,22.5,75.43,16,4.12
26/9/2020,25.93,29.3,22.3,86.55,28,4.87
27/9/2020,26.48,30,22.3,83.96,4,4.74
28/9/2020,28.46,33.5,24.9,78.59,0,4.4
29/9/2020,27.42,31.1,22.9,84.77,4,4.17
30/9/2020,27.95,34.5,24.5,84.23,6,4.18
1/10/2020,26.69,31.1,23.6,89,8,3.44
2/10/2020,27.79,33,22.7,82.17,8,4.22
3/10/2020,27.56,33.2,22.6,77.03,4,5.66
4/10/2020,28.62,31.7,25,73.95,0,3.88
5/10/2020,29.03,34.8,25.6,75.32,0,3.55
6/10/2020,28.66,33.8,25.6,78.62,0,4.29
7/10/2020,28.16,33.3,23.8,78.56,4,4.99
8/10/2020,27.08,33.2,23.4,84.75,12,5.33
9/10/2020,27.97,31,25.6,78.82,0,4.42
10/10/2020,27.59,30.2,23.1,82.3,8,4.23
11/10/2020,27.6,31.9,22.9,79.4,4,5.29
12/10/2020,28.38,31.5,25.7,76.84,0,6.19
13/10/2020,29.08,32.7,25,71.02,0,4.27
14/10/2020,28.83,32.8,23.2,77.57,4,4.38
15/10/2020,28.49,33.2,23.8,76.11,4,4.92
16/10/2020,29.1,34.2,23.8,72.32,0,4.62
17/10/2020,29.74,34.8,25.8,75.79,0,4.21
18/10/2020,28.29,33.6,22.5,81.98,2,4.18
19/10/2020,28.79,34.3,24.4,74.74,0,4.26
20/10/2020,27.9,31.2,23.5,83.81,2,3.5
21/10/2020,28.83,34.6,24.1,76.72,2,
22/10/2020,27.11,31.6,22.9,81.98,8,5.48
23/10/2020,28.76,33.1,25.9,78.18,0,4.08
24/10/2020,27.92,31.7,24.2,83.35,2,3.36
25/10/2020,28.25,33.7,22.2,75.58,4,4.67
26/10/2020,27.4,30,23.2,83.09,6,3.69
27/10/2020,29.45,34.4,25,74.26,0,4.47
28/10/2020,27.89,29.8,23.1,85.48,8,3.31
29/10/2020,28.44,33.3,25.5,81.77,0,4.4
30/10/2020,28.68,34.1,24.8,78.78,0,3.95
31/10/2020,27.45,34.8,22.6,84.75,22,3.92
1/11/2020,27.86,33.4,24.1,80.37,0,4.85
2/11/2020,27.22,33.9,22.5,82.79,18,4.13
3/11/2020,27.57,31.7,24.4,86.62,2,3.37
4/11/2020,25.55,28.5,22.9,90.72,24,3.42
5/11/2020,28.06,34.9,23.9,76.87,0,3.67
6/11/2020,28.98,34.1,25.2,76.31,0,3.59
7/11/2020,25.97,29.5,23,92,22,3.63
8/11/2020,26.4,30.2,23.4,89.12,6,3.68
9/11/2020,26.91,31.3,24,87.17,2,3.79
10/11/2020,27.15,31.3,23.5,85.56,6,3.27
11/11/2020,28.66,33.2,24,78.22,0,3.96
12/11/2020,29.59,35.6,25.7,74.45,2,5.29
13/11/2020,29.13,34.5,25.1,77.77,2,4.81
14/11/2020,28.07,33.3,23.5,82.99,4,4.15
15/11/2020,27.22,33.1,22.8,87.2,24,4.71
16/11/2020,27.82,33.3,24.3,79.92,4,5.36
17/11/2020,27.19,33.7,23.5,84.78,8,3.95
18/11/2020,28.34,33.9,24.3,78.22,0,3.71
19/11/2020,27.52,32.3,24.1,84.7,6,3.42
20/11/2020,27.45,34.6,23.6,85.14,4,3.53
21/11/2020,26.6,33.6,23.4,87.99,18,3.91
22/11/2020,26.19,33.8,22.8,88.24,30,3.82
23/11/2020,25.84,30.7,23,90.74,16,3.66
24/11/2020,25.95,29.9,23.8,89.35,0,3.57
25/11/2020,26.55,31.5,23.5,86.95,2,4.05
26/11/2020,26.22,28.3,24.2,90.36,2,3.57
27/11/2020,27.44,32.6,24.6,86.17,0,4.01
28/11/2020,26.54,30.1,22.3,87.07,,3.69
29/11/2020,27.78,32.3,24.2,79.19,,4.39
30/11/2020,27.66,34.2,24.4,83.16,,4.09
1/12/2020,28.91,36,24.8,75.62,,4.19
2/12/2020,28.08,36,23.4,81.86,,3.79
3/12/2020,27.19,36,23,86.71,,4.28
4/12/2020,26.62,32.6,23.6,86.19,,5.4
5/12/2020,26.9,32.8,24.3,83.68,,6.19
6/12/2020,28.08,33.8,23,77.21,,6.45
7/12/2020,28,33.9,23.8,78.39,,5.68
8/12/2020,28.21,34.2,25,76.01,,5.83
9/12/2020,27.64,33.8,23.8,81.66,,4.45
10/12/2020,27.14,33.4,23.5,83.19,,4.23
11/12/2020,27.9,32.7,22.8,75.22,,4.32
12/12/2020,26.66,33.5,22.6,83.64,,4.39
13/12/2020,27.07,32.1,22.8,80.4,,3.91
14/12/2020,26.5,33.7,22.8,86.49,,3.99
15/12/2020,26.34,32.7,23,87.04,,4.04
16/12/2020,25.91,30.6,23.1,90.67,,3.61
17/12/2020,26.35,32.4,22.7,86.93,,4.11
18/12/2020,25.38,27.6,22.5,90.38,,4.31
19/12/2020,26.37,30.6,23,82.08,,4.72
20/12/2020,26.79,32.3,23.7,81.18,,5.27
21/12/2020,27.2,31.8,23.8,80.76,,4.55
22/12/2020,27.58,33.6,23.4,78.76,,5.17
23/12/2020,27.82,33.5,24.4,80.87,,4.84
24/12/2020,26.93,30.3,23.1,86.15,,3.64
25/12/2020,28.21,35.1,24.2,81.56,,4.33
26/12/2020,27.31,33.1,22.5,84.84,,5.28
27/12/2020,26.72,33.4,22.9,84.5,,4.86
28/12/2020,27.66,32.7,24.2,81.46,,6.21
29/12/2020,26.63,31.6,23.3,85.32,,4.14
30/12/2020,27.49,32.9,24,79.79,,5.08
31/12/2020,26.89,32.4,22,81.94,,5.11
1/1/2021,24.93,26.9,23.4,90.57,,5.96
2/1/2021,,,,,,
3/1/2021,,,,,,
4/1/2021,,,,,,
5/1/2021,26.52,27.8,25.1,89.23,,4.96
6/1/2021,26.83,30.5,24.2,82.03,,5.6
7/1/2021,24.65,26.6,23.2,91.04,,4.9
8/1/2021,25.59,28.8,23.4,92.11,,5.37
9/1/2021,25.38,28.9,23,92.45,,5.44
10/1/2021,23.84,24.9,23,97.75,,5.27
11/1/2021,25.46,29.5,23.3,90.68,,7.32
12/1/2021,25.15,28.9,22.9,90.48,,7.48
13/1/2021,25.09,28,22.9,87.63,,6.34
